Email Text,Email Type
"fw : el paso had market power fyi - - more on el paso . gh - - - - - original message - - - - - from : butler , janet sent : tuesday , august 28 , 2001 4 : 45 pm to : alvarez , ray ; bagot , nancy ; benner , martha ; benson , eric ; blair , lynn ; boatman , jack ; bradley , rob ; branney , theresa ; brennan , lorna ; briggs , tom ; butler , janet ; comnes , alan ; cordes , bill ; corman , shelley ; culwell , christi ; daniel , shonnie ; darveaux , mary ; dietz , rick ; dornan , dari ; dushinske , john ; farrell , sharon ; fossum , drew ; fulton , donna ; goodpasture , john ; hammond , pearce ; harris , steven ; hartsoe , joe ; hass , glen ; hayes , robert ; hayslett , rod ; heckerman , bambi ; hess , theresa ; hill , robert ; holmes , bradley ; holtzman , staci ; hopkins , tamara ; horton , stanley ; huber , lee ; janousek , martha ; january , steven ; kean , steven j . ; kilmer iii , robert ; king jr . , frazier ; kirk , steve ; kissner , tim ; lantefield , laura ; lawrence , linda l . ; lichtenwalter , blair ; linnell , elizabeth ; loeffler , michael ; lokey , teb ; lowry , phil ; mann , ruth ; mara , susan ; martens , donna ; mccoppin , dorothy ; mcgowan , mike w . ; miller , mary kay ; miller , terri ; nacey , sheila ; nelson , kimberly ( ets ) ; neppl , ray ; neubauer , dave ; neufeld , eva ; neustaedter , robert ; nicolay , christi l . ; novosel , sarah ; paladino , ranelle ; palmer , maureen ; paschal , zelda ; patterson , geneva ; pavlou , maria ; petersen , keith ; place , janet ; porter , gregory j . ; pribble , dan ; pryor , tony ; raker , colleen ; rice , randy ; ringblom , kathy ; robertson , linda ; saunders , james ; sawyer , lisa ; scott , donna ; shafer , john ; shapiro , richard ; smith , mike ; soldano , louis ; stanton , lon ; steffes , james d . ; sullivan , kathleen ; talcott , jim ; taylor , gina ; tu , denis ; van norden , mike ; veatch , stephen ; vignaroli , donald ; warner , jody ; watson , kimberly ; wilkie , kim ; wilson , jane ; wilson , rob ; winckowski , michele ; wininger , james ; yoho , lisa subject : el paso had market power in a release from natural gas intelligence according to ferc staff counsel , el paso natural gas and el paso merchant energy possessed market power during the summer of 2000 and violated ferc ' s marketing affiliate standards . the article states that el paso had market power after may 2000 for at least two months when pipeline capacity constraints created a separate relevant geographic market in california . the evidence pointed to the now - infamous february 7 and 9 , 2000 telephone conversations showing that the operating employees of el paso merchant , el paso natural gas and mojave pipeline "" were not functioning independently , "" according to staff counsel . the phone conversations took place just days before el paso pipeline began its open season for 1 . 22 bcf / d of firm , capacity on its system ( bound for california ) , all awarded to el paso merchant . before and during the open season , epme gained new information about the restructured long - term tiered discount on mojave to wheeler ridge while potential non - affiliate shippers were not according to counsel . as a result , counsel find that epme ' s group had an undue competitive advantage with the new mojave discount generating a successful bid for the el paso pipeline capacity . ferc chief alj wagner is expected to issue an initial decision in early october .",Safe Email
"re : larence snowden slight interest ; could see as a fit in risk or strucuturing . egm has no immediate openings in either but i am always open to the possibility of going long people in those areas . he was supposed to get back to me if he had interest in egm - have not heard from him yet . - - - - - original message - - - - - from : beck , sally sent : tuesday , march 06 , 2001 2 : 07 pm to : brent a price / hou / ect @ enron ; beth apollo / hou / ect @ enron ; brenda f herod / hou / ect @ enronxgate subject : larence snowden any feedback or interest ? please let me know . - - sally - - - - - - - - - - - - - - - - - - - - - - forwarded by sally beck / hou / ect on 03 / 06 / 2001 02 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - larence snowden @ enron communications 03 / 05 / 2001 08 : 19 am to : sally beck / hou / ect @ ect cc : subject : thanks just a word of thanks for setting up the interviews last week . i was thoroughly impressed with the groups and saw several areas which i would like to explore further . i will be following up with beth apollo , brenda herod and brent price to explore opportunities in their areas . again , thanks for your kind gesture and even more so , thanks for meeting me at the suggestion of liz taylor . regards , larence b . snowden enron broadband services - structuring ( 713 ) 853 - 5132",Safe Email
"Adam L. Beberg wrote:
> On Tue, 3 Sep 2002, Kragen Sitaker wrote:
> [entire post included]Yep, he sure did. But thanks for reminding us.",Safe Email
"charity sees the need not the cost . . . dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is mr . reza abdulla , a merchant in safat , in ( kuwait ) i was married with two children . my wife and two children died in a car accident six years a go . i have been diagnosed with esophageal cancer . it has defiled all forms of medical treatment , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone ( not even myself ) but my business . though i am very rich , i was never generous , i was always hostile to people and only focused on my business as that was the only thing i cared for . but now i regret all this as i now know that there is more to life than just wanting to have or make all the money in the world . i believe when god gives me a second chance to come to this world i would live my life a different way from how i have lived it . now that god has called me , i have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends . i want god to be merciful to me and accept my soul so , i have decided to give alms to charity organizations , as i want this to be one of the last good deeds i do on earth . so far , i have distributed money to some charity organizations in the u . a . e , algeria and malaysia . now that my health has deteriorated so badly , i cannot do this myself anymore . i once asked members of my family to close one of my accounts and distribute the money which i have there to charity organization in bulgaria and pakistan , they refused and kept the money to themselves . hence , i do not trust them anymore , as they seem not to be contended with what i have left for them . the last of my money which no one knows of is the huge cash deposit of ten million seven hundred thousand american dollars ( u . s . $ 10 . 700 , 000 ) that i have with a finance / security company abroad . i will want you to help me collect this deposit and dispatched it to charity organizations . i have set aside only 20 % for you and for your time and also 5 % as miscellaneous expenses . reply me at your earliest convenience for more directives to my private email address : reza _ abdulla @ walla . com god be with you . regards , mr . reza abdulla",Phishing Email
"bait - smoothes : charlotte herald - comparison about new love connections hello bait - smoothes , c , e ' a * s , e ion marketing limitedd 2 , 23 , borrett road , mid - levels westhong kong until i ' s toroidal wong josephine retroactive appetite dad warn placate declare nelsen quarrel harvey option abscess blanket cytology robot negro indigent prosecution sanctity bimolecular kajar milestone argive",Phishing Email
"Original Message ----- From: ""Tim Chapman"" To: ""zzzzteana"" Sent: Monday, November 25, 2002 8:53 AM Subject: [zzzzteana] An announcement > Mr Tim Chapman, freelance gentleman of letters of Halifax, Yorkshire, > announces his betrothal to Dr Ro Gault, virtual reality boffin of Cardiff > University, Wales. Nuptials to be arranged at later date. No flowers. > > TimC > Bloody hell, she said yes! ________________________Congratulations Ro & Tim - Here's to your lifelong happiness.Here's some advice written by Odgen Nash:""To keep love brimming in the loving cup, When you're wrong admit it and when you're right shut up!""Best wishesJu To unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",Safe Email
"""Adam L. Beberg""  writes:> > Interestingly, it was the VC that convinced Zope Corp. to go opensource.
> 
> But wasnt that before they realized that Open Source(TM) ment they couldnt
> control it?If you're going to assume that they were stupid, why not assume that
they still are stupid, and never did realize it?-- 
Karl Anderson      kra@monkey.org           http://www.monkey.org/~kra/
http://xent.com/mailman/listinfo/fork
",Safe Email
another bet vince i here you are running abook on how quickly we can implement convolution var for power and since i am up against a summer deadline for this i felt i should take the other side . so how about i buy you dinner if i get it done ? rgds dp,Safe Email
"schedule going real time for june 1 this schedule was not called in properly to bpa , and is therefore going real time : bpa c # 24243 - gac ( t ) bpa ( t ) bpap / gcpd o # 96107 - gac - bpa - epmi - gcpd he 0100 - 0600 and 2300 - 2400 please call bpa and gcpud prior to this schedule becoming active to insure that it flows see me if you have any questions cara",Safe Email
"agenda for prc committee meeting - 30 may 2001 all : attached please find a copy of the agenda for tomorrow ' s prc committee meeting . please don ' t hesitate to contact me should you have questions . thanks in advance , gina corteselli",Safe Email
"call : lowlands - l discussion list in may of this year the discussion list lowlands - l was founded . since then , over 180 people have subscribed to this list , which is intended as a forum for discussion about ( and in ) the languages and cultures of the lowlands bordering the north sea and the baltic sea . more specifically : about dutch , low german , frisian , afrikaans , english , scots , and their dialects . new subscribers are invited , native speakers of the lowlands languages , as well as students of a lowlands language , professional linguists , as well as anyone else who takes an interest in the lowlands . in order to subscribe , please send a message with the following text : subscribe lowlands - l firstname lastname ( enter your own name here ) to the following address : listproc @ lists . u . washington . edu you will then receive a welcome message that provides all necessary information about the list procedures . regards , reinhard f . hahn ( rhahn @ u . washington . edu ) henk wolf ( h . a . y . wolf @ stud . let . ruu . nl ) ( moderators lowlands - l )",Safe Email
